name,address,city,phone,fax,status,capital,latitude,longitude,activity
Stage and studio morocco,39 Rue El Fourate Maarif - Casablanca,Casablanca,,[],Société à Responsabilité Limitée à Associé Unique,100 000  DHS,33.578205,-7.638255,producteur de films cinematographiques
Panorama informatique,138 Bd Rahal El Meskini - Casablanca,Casablanca,,[],Société Anonyme,20 000  DHS,33.587805,-7.61349,distribution de toutes sortes de revues journaux etc...
Fabrication de l'outillage technique (atelier de)  (AFOTECH),Lot 19 Zone Industrielle - Settat,Settat,,[],Société à Responsabilité Limitée,800 000  DHS,33.001374,-7.617374,"fabrication de tous moules, toutes matieres"
Oujda batiment,Rue D'alger N57 - Oujda-Angad,Oujda-Angad,,[],Société à Responsabilité Limitée,90 000  DHS,34.687326,-1.912417,entrepreneur de batiment
Kabs international,16 Rue De Foucauld - Casablanca,Casablanca,,[],Société à Responsabilité Limitée,10 000  DHS,33.59673,-7.61523,"import-export tous commerce, representation generale"
Atlas artisanal (ste)  (SOCATAR),38 Rue Zerktouni - Marrakech,Marrakech,,[],Société Anonyme,24 000  DHS,31.635223,-8.016397,l'achat la vente textile tous produits artisanaux
Belyout (garage de sidi),Rue De Sidi Belyout - Casablanca,Casablanca,,[],Société à Responsabilité Limitée,1 500  DHS,33.58694440000001,-7.6111111000000164,toutes operations relatives aux vehicules engins et materiels en general
Lyda import-export,Av Abdelmoumen Residence Al Mamoune N10 - Rabat,Rabat,,[],Société à Responsabilité Limitée,100 000  DHS,34.023803,-6.82822,import-export
Mandri assurances,18 Avenue Sidi Mandri 1er Etage N1 - Tetouan,Tetouan,,[],Société Anonyme,50 000  DHS,35.57621,-5.368434999999977,courtage d'assurances
Ayma para,13 Rue 23 Inara 1 Ain Chock - Casablanca,Casablanca,,[],Société à Responsabilité Limitée,10 000  DHS,33.5357878048,-7.59995660809,vente de produits parapharmaceutiques
Supervision international,51 Rue Abdellah El Mediouri - Casablanca,Casablanca,,[],Société Anonyme,100 000  DHS,33.59337,-7.61173,controle appareils infomatiques
Hourleb (ste),17 Rue Sidi El Aidi - Settat,Settat,,[],Société à Responsabilité Limitée,100 000  DHS,32.997558,-7.608884,construction et assainissement
Fareabat  (FAREABAT),Bd Derfoufi Et Rue Mohamed Qorri N6 2e Etage - Oujda (M),Oujda (M),,[],Société à Responsabilité Limitée,120 000  DHS,34.6866667,-1.91138890000002,exploitation de carrieres import-export du materiel relatif a l'exploitation des carrieres
Hisa marrakech,Rue De La Menara - Marrakech,Marrakech,,[],Société Anonyme,6 250 000  DHS,31.633333,-8,l'hotellerie et fonctions adjointes
Cabinet de gestion et de placement d'assurances  (C.G.P.A),182 Bd De La Liberte - Casablanca,Casablanca,,[],Société Anonyme,500 000  DHS,33.58465,-7.610665,realisation de toutes operations de courtage d'assurances
Febena flach,Bd De Grande Ceinture Propriete Ain Bluna - Casablanca,Casablanca,,[],Société à Responsabilité Limitée,1 500  DHS,33.58694440000001,-7.6111111000000164,exportation de produits alimentaires produits agricoles et plus particulierement des agrumes et de leurs derives
Canal diapason,4 Rue Abou Inane - Rabat,Rabat,,[],Société à Responsabilité Limitée,100 000  DHS,34.01729,-6.83328,intereprete
Bodefil,Hay Souani A Cote D'usine Chorafae - Tetouan (M),Tetouan (M),,[],Société Anonyme,300 000  DHS,35.572464,-5.375723,import-export du textile
Salma mehdi,493 Boulevard Zerktouni 3eme Etage - Casablanca,Casablanca,,[],Société à Responsabilité Limitée,100 000  DHS,33.60255,-7.63953,trieur de dechet et residus chimique organique et inorganique
Marocaine de traitement informatique (ste de)  (SOMATRI),625 Bd Mohamed V - Casablanca,Casablanca,,[],Société à Responsabilité Limitée,100 000  DHS,33.590214,-7.591511,entrepreneur de travaux de comptabilite et application informatique
Chaouia des marches et services (ste)  (CHAMAS),71 Rue Tizi Ouzou Mabrouka - Settat,Settat,,[],Société à Responsabilité Limitée,100 000  DHS,32.996861,-7.61341,entrepreneur de travaux divers
Saad (motel),Route D'algerie Km 2 - Oujda-Angad,Oujda-Angad,,[],Société Anonyme,100 000  DHS,34.69962,-1.898839,exploitant d'un hotel
Vetements douglas,49 Rue Abou Isshak Oujaj Maarif - El Maarif (AR),El Maarif (AR),,[],Société à Responsabilité Limitée,3 000 000  DHS,33.58694440000001,-7.6111111000000164,import-export fabrication et negoce d'articles d'habillement
Immobiliere nord africaine d'investissement (ste)  (INAI),81 Rue Colbert Dans Les Bureaux De Fidugest - Casablanca,Casablanca,,[],Société Anonyme,1 000 000  DHS,33.59355,-7.61359,"commerce de detail, tissus, mercerie, bonneterie, chemiserie"
Bearnaise des bois (ste)  (SOB BOIS),17 Rue De Luneville - Casablanca,Casablanca,,[],Société à Responsabilité Limitée,5 000  DHS,33.58694440000001,-7.6111111000000164,toutes operations commerciales immobilieres et financieres concernant le bois et ses derives
Fish car associe unique,12 Av Omar Ibn Al Khattab Agdal - Rabat,Rabat,,[],Société à Responsabilité Limitée,100 000  DHS,34.000125,-6.844705,transport frigorifique import-export
Prime action,Province De Tetouan Quartier Industriel - Tetouan,Tetouan,,[],Société Anonyme,1 000 000  DHS,35.57621,-5.368434999999977,promotion touristique et immobiliere
Bati houc,Bc 27 N 13 Sidi Othman - Casablanca,Casablanca,,[],Société à Responsabilité Limitée à Associé Unique,100 000  DHS,33.555903,-7.552163,entrepreneur du travaux de construction
Benboubker et cie reda fellousse,Douar Ouled Idder Sidi El Aidi - Settat,Settat,,[],Société en Nom Collectif,250 000  DHS,33,-7.616666699999996,l'aviculture et toutes activites s'y rattachant
Fiduciaire des services comptables et d'assistance maroc  (FIDUSCAMA),Bd Mohamed V 3eme Etage Nâ° 45 Nâ° 355 Espace Yousra - Casablanca,Casablanca,,[],Société à Responsabilité Limitée,100 000  DHS,33.593485,-7.603666,la tenue de comptabilite pour le compte des tiers le conseil comptable et fiscal l'organisation et la revision de comptabilite etc...
Landargo  (LANDARGO),57 Bd Derfoufi Apprt N° 4 - Oujda (M),Oujda (M),,[],Société à Responsabilité Limitée,100 000  DHS,34.697249,-1.909736,import-export
Jean (huilerie et conserverie de petit),39 Rue Prom - Casablanca,Casablanca,,[],Société Anonyme,12 000 000  DHS,33.59338,-7.61296,commerce et industrie concernant corps gras savons olives et fruits en general
Maransgrains (ste)  (MARANSGRAINS),34 Rue Du Caporal Lugherini - Casablanca,Casablanca,,[],Société Anonyme,60 000  DHS,33.59109,-7.60902,"transformation, achat, transport, vente et le courtage, commission du croire, representation pour compte de tiers, de ttes mses, produits,..."
Ste pour le developpement et l'expansion  (SODEX),30 Av Des Far - Casablanca,Casablanca,,[],Société Anonyme,36 000 000  DHS,33.56853,-7.56009,"toutes operations commerciales, financieres mobilieres ou immobilieres se rattachant directement ou indirectement a l'objet social"
Chronobat,66 Av Oqba Appt N 1 Et 2 Agdal - Agdal Riyad (AR),Agdal Riyad (AR),,['0537775330'],Société à Responsabilité Limitée,4 000 000  DHS,34.015049,-6.832719999999995,"promotion immobiliere,  entrepreneur de travaux de batiment et travaux divers."
Ossar d'alimentation (ets),Avenue Des Far Hay Safir Imm Afir - Tetouan,Tetouan,,[],Société Anonyme,200 000  DHS,35.579304,-5.35512,boulangerie patisserie boucherie alimentation generale et articles d'habillement exploitation cafeterias restaurants et tout ets touristique
Masma,45 Boulevard D'anfa - Casablanca,Casablanca,,[],Société à Responsabilité Limitée,100 000  DHS,33.58694440000001,-7.6111111000000164,"achat, vente biens immobiliers, promotion immobiliere en general"
Riad al janoubia,Bd Des Far Immeuble Des Habous N19 - Settat,Settat,,[],Société à Responsabilité Limitée,100 000  DHS,33.001625,-7.615687,ese de construction
Masmar (dar el)  (DARES),73 Bd Moulay Slimane Chemin Prive 22bid Lot 16bis Oukacha - Casablanca,Casablanca,,[],Société à Responsabilité Limitée à Associé Unique,2 000 000  DHS,33.61805,-7.54618,fabrication d'articles de quincaillerie et d'outillages tous travaux de chaudronnerie et d'entretien
Cofintex,Villa Dar Katia L'hermitage Av Des Pleiades - Casablanca,Casablanca,,[],Société Anonyme,2 500 000  DHS,33.566361,-7.615502,commerce general import export tous produits gestion de toutes affaires generalement quelconques
Photo-majic,Bd Mohamed V - Oujda-Angad,Oujda-Angad,,[],Société à Responsabilité Limitée,100 000  DHS,34.703448,-1.896195,exploitant un atelier de travaux photographique
Isaac salama et cie,45 Bd De Marseille - Casablanca,Casablanca,,[],Société en Nom Collectif,10 000 000  DHS,33.601844,-7.630466,"toutes operations commerciales, industrielles, manufacturiere, miniere"
Burocrat (ste)  (BUROCRAT),7 Rue De Nancy - Casablanca,Casablanca,,[],Société à Responsabilité Limitée,10 000  DHS,33.58666,-7.61198,"travaux d'imprimerie, achat et vente de tous materiel de bureau"
Microordinateur meknes  (MICROMEK),20 Bis Rue Ouakaat Zellakat ( V.n ) - Meknès,Meknès,,[],Société à Responsabilité Limitée à Associé Unique,200 000  DHS,33.901043,-5.535103,md de materiel informatique
Lam alif,17 Av Yakoub El Mansour Kissariat Ouadi Dahab Local 14 - Tetouan,Tetouan,,[],Société à Responsabilité Limitée,100 000  DHS,35.57621,-5.368434999999977,edition et reparation de materiel informatique
Marouany import export,1387 Bloc D Derb Jamila - Casablanca,Casablanca,,[],Société à Responsabilité Limitée à Associé Unique,10 000  DHS,33.5730119187,-7.68349902742,import-export
Formes (les cafes),Fedden Driss Ouled Idder - Settat,Settat,,[],Société à Responsabilité Limitée,100 000  DHS,33,-7.616666699999996,torrefaction de cafes
Afrique (jeux),Rue 31 N38 Quartier Oussra - Casablanca,Casablanca,,[],Société à Responsabilité Limitée,50 000  DHS,33.532723,-7.617047,toutes operations de mise au points d'installation et de reparation de jeux automatiques etc...
Figepa  (FIGEPA),Villa Dar Katia L'hermitage Av Des Pleiades - Casablanca,Casablanca,,[],Société Anonyme,40 000  DHS,33.58694440000001,-7.6111111000000164,commerce general import export tous produits gestion de toutes affaires generalement quelconques
Travaux batiment et reamenagement  (SOTBAR),Rue 5 N35 Hay Pam Angad Annexe Sidi Yahya - Oujda (M),Oujda (M),,[],Société à Responsabilité Limitée,40 000  DHS,34.664404,-1.870595,entrepreneur de construction
Travaux annexes du batiment  (TAB),106 Rue Du Capitaine Thiriat - Casablanca,Casablanca,,[],Société à Responsabilité Limitée,1 564 000  DHS,33.591606,-7.585802,"travaux d'etancheite, revetement de surface, isolation et conditionnement d'air, installations frigorifiques, electriques et sanitaires etc"
Marocaine des gaz (cie)  (COMAGAZ),118 Rue De Tours - Casablanca,Casablanca,,[],Société à Responsabilité Limitée,200 000  DHS,33.59508,-7.60591,"representation, commission, courtage de tous produits"
Sawico,21 Rue Okba Appt 1 Agdal - Agdal Riyad (AR),Agdal Riyad (AR),,[],Société Anonyme,400 000  DHS,34.015049,-6.832719999999995,confection
Inter travaux nord ouest,Avenue Khenifra Groupe A N10 M'hannech Ii - Tetouan (M),Tetouan (M),,[],Société à Responsabilité Limitée,100 000  DHS,35.57621,-5.368434999999977,creation de tous travaux de genie civil et batiments
Bia set  (BIA SET),Lot 11 Zone Industrielle - Settat,Settat,,['0522800595'],Société à Responsabilité Limitée,1 551 000  DHS,33.001374,-7.617374,la fabrication et la commercialisation de tous materiaux de construction
M.c.t services,11 Rue Varsovie 1er Etage App N 3 Mers Sultan - Casablanca,Casablanca,,[],Société à Responsabilité Limitée,100 000  DHS,33.57217,-7.61277,services negoces import
Falad  (FALAD),188 Bd De La Resistance - Casablanca,Casablanca,,[],Société Anonyme,80 000  DHS,33.584535,-7.608595,le commerce en general d'articles d'electricite
Inpama  (INPAMA),305 Bd Mohamed V - Casablanca,Casablanca,,[],Société Anonyme,10 000  DHS,33.58694440000001,-7.6111111000000164,participation dans toutes entreprises toutes operations concernant immeubles
Travaux de charpente et de menuiserie (ste des)  (SOTRACEM),115 Quartier Khalil Ii - Casablanca,Casablanca,,[],Société à Responsabilité Limitée,40 000  DHS,33.586466,-7.560805,"execution de travaux de menuiserie, de charpenterie et toutes operations effectuant pour faciliter le developpement de la societe"
Yasmine (polyclinique el),Rue Benlakhdar N24 - Oujda-Angad,Oujda-Angad,,[],Société Anonyme,10 000  DHS,34.673302,-1.915458,promoteur immobilier
Marocaine ouest europe atlantique (ste)  (MOEA),184 Bd De Lorraine - Casablanca,Casablanca,,[],Société Anonyme,125 000 000  DHS,33.58694440000001,-7.6111111000000164,"commerce de produits de toute prevenance, exploitation et la fabrication de tous produits, achat ou la creation de ttes mine pour la fabrication"
Warda film,Rue Sakia El Foukia N18 - Tetouan,Tetouan,,[],Société à Responsabilité Limitée,10 000  DHS,35.570676,-5.366321,"production de films, photographie etc"
Akemi maroc,Lot Al Azhar Imm A N2/18 - Casablanca,Casablanca,,[],Société à Responsabilité Limitée,100 000  DHS,33.58694440000001,-7.6111111000000164,fabrication et commercialisation de produits chimiques
Entreprise karima,Hay Mabrouka Rue Tizi Ouzzou N31 - Settat,Settat,,[],Société à Responsabilité Limitée,100 000  DHS,32.996861,-7.61341,"construction, voirie et assainissement"
Routes et de grands travaux (ste de),52 Rue De Provins - Casablanca,Casablanca,,[],Société Anonyme,37 500 000  DHS,33.592067,-7.600887,"fabrication commerce import-export de tous machines agricoles, tout materiel de travaux publics entreprise de travaux publics"
Asinas - immobiliere,78 Rue Solac - Casablanca,Casablanca,,[],Société à Responsabilité Limitée,260 000  DHS,33.594146,-7.646586,promotion immobiliere
Lna (ste de marberies),1bis Rue Alexandre Dumas - Casablanca,Casablanca,,[],Société Anonyme,100 000  DHS,33.590248,-7.629755,marchand effectuant import-export
Maarouf (agglomeres sidi),10 Avenue Des Far - Casablanca,Casablanca,,[],Société à Responsabilité Limitée,200 000  DHS,33.56631,-7.56361,la fabrication et la commercialisation d'agglomeres
Uma-plastique,Zone Industrielle Bp 376 - Oujda-Angad,Oujda-Angad,,[],Société à Responsabilité Limitée,500 000  DHS,34.686527,-1.909366,creation et fabrication de toutes marques de plastiques
Rhone (ste immobiliere de la rue du),219 Route De Mediouna - Casablanca,Casablanca,,[],Société Anonyme,4 000 000  DHS,33.564944,-7.595563,acquisition de toutes proprietes du maroc et generalement toutes operations se rattachant et cet objet
Medpharm,Quartier My Hassan Rue Morir N28 - Tetouan,Tetouan,,[],Société à Responsabilité Limitée,10 000  DHS,35.573322,-5.353701,vente de produit parapharmaceutique
Soam,N613 Lot El Manzeh - Rabat,Rabat,,[],Société Anonyme,20 000  DHS,33.995294,-6.866454,fabrication de confusrie
Siconal (ste)  (SICONAL),49 Rue De L'horloge - Casablanca,Casablanca,,[],Société Anonyme,5 000 000  DHS,33.59554,-7.61437,acquisition de toutes proprietes baties ou non baties construction de tous immeubles.
Amira (ste),53 Avenue Mers Sultan - Casablanca,Casablanca,,[],Société à Responsabilité Limitée,500 000  DHS,33.5885,-7.618075,"entreprise de travaux publics batiments forages, import export"
Marocains associes rabeh et cie (les ingenieurs),46 Rue De L'unite Bd Med V N46 - Settat,Settat,,[],Société à Responsabilité Limitée,100 000  DHS,33.001374,-7.617374,ingenierie et travaux divers
Athena-conseil,45 Bd D'anfa 10 Eme Etage - Casablanca,Casablanca,,[],Société Anonyme,100 000  DHS,33.59407,-7.62918,courtier d'assurances
Laherouri import export,Hay Pam Rue 9 N6 Sidi Yahya - Oujda-Angad,Oujda-Angad,,[],Société à Responsabilité Limitée,10 000  DHS,34.686527,-1.909366,importation-exportation
Habillement (ste generale d'),"71, Rue Allal Ben Abdallah - Casablanca",Casablanca,,[],Société à Responsabilité Limitée,100 000  DHS,33.59554,-7.61425,exploitation de tous commerces de tissus articles de nouveautes marchand tailleur
